f	pi	p0
0.02564	4424.0	5222.0
0.05128	1439.0	2438.0
0.07692	814.0	1663.0
0.10256	504.0	1188.0
0.12821	453.0	1015.0
0.15385	343.0	767.0
0.17949	278.0	677.0
0.20513	209.0	563.0
0.23077	182.0	507.0
0.25641	157.0	482.0
0.28205	131.0	427.0
0.30769	175.0	363.0
0.33333	121.0	406.0
0.35897	84.0	287.0
0.38462	94.0	258.0
0.41026	79.0	279.0
0.4359	81.0	218.0
0.46154	65.0	227.0
0.48718	58.0	221.0
0.51282	53.0	168.0
0.53846	50.0	193.0
0.5641	62.0	167.0
0.58974	54.0	219.0
0.61538	50.0	196.0
0.64103	47.0	155.0
0.66667	42.0	170.0
0.69231	29.0	163.0
0.71795	30.0	129.0
0.74359	50.0	156.0
0.76923	35.0	157.0
0.79487	46.0	142.0
0.82051	45.0	155.0
0.84615	38.0	135.0
0.87179	40.0	129.0
0.89744	40.0	133.0
0.92308	35.0	126.0
0.94872	46.0	89.0
0.97436	43.0	123.0
1.0	35.0	121.0
