f	pi	p0
0.02564	4269.0	5201.0
0.05128	1471.0	2479.0
0.07692	870.0	1686.0
0.10256	519.0	1225.0
0.12821	466.0	1045.0
0.15385	349.0	818.0
0.17949	298.0	740.0
0.20513	188.0	607.0
0.23077	215.0	487.0
0.25641	137.0	440.0
0.28205	115.0	393.0
0.30769	148.0	387.0
0.33333	124.0	353.0
0.35897	79.0	286.0
0.38462	116.0	257.0
0.41026	87.0	287.0
0.4359	88.0	245.0
0.46154	67.0	249.0
0.48718	70.0	179.0
0.51282	70.0	186.0
0.53846	61.0	170.0
0.5641	57.0	192.0
0.58974	46.0	190.0
0.61538	47.0	184.0
0.64103	44.0	158.0
0.66667	45.0	172.0
0.69231	37.0	200.0
0.71795	22.0	139.0
0.74359	43.0	165.0
0.76923	34.0	147.0
0.79487	48.0	143.0
0.82051	49.0	129.0
0.84615	36.0	126.0
0.87179	40.0	126.0
0.89744	40.0	122.0
0.92308	46.0	132.0
0.94872	52.0	116.0
0.97436	28.0	107.0
1.0	28.0	98.0
