f	pi	p0
0.02564	4247.0	5020.0
0.05128	1545.0	2574.0
0.07692	873.0	1556.0
0.10256	551.0	1194.0
0.12821	415.0	1068.0
0.15385	360.0	769.0
0.17949	301.0	714.0
0.20513	240.0	612.0
0.23077	190.0	521.0
0.25641	151.0	460.0
0.28205	141.0	387.0
0.30769	164.0	370.0
0.33333	114.0	345.0
0.35897	78.0	270.0
0.38462	114.0	284.0
0.41026	109.0	316.0
0.4359	82.0	247.0
0.46154	72.0	286.0
0.48718	69.0	212.0
0.51282	48.0	219.0
0.53846	73.0	196.0
0.5641	55.0	198.0
0.58974	61.0	237.0
0.61538	60.0	210.0
0.64103	52.0	142.0
0.66667	62.0	169.0
0.69231	38.0	191.0
0.71795	27.0	135.0
0.74359	48.0	177.0
0.76923	35.0	147.0
0.79487	42.0	146.0
0.82051	42.0	168.0
0.84615	44.0	115.0
0.87179	51.0	107.0
0.89744	30.0	149.0
0.92308	34.0	136.0
0.94872	47.0	114.0
0.97436	43.0	100.0
1.0	37.0	92.0
