f	pi	p0
0.02564	4246.0	5112.0
0.05128	1439.0	2548.0
0.07692	871.0	1665.0
0.10256	503.0	1146.0
0.12821	478.0	1067.0
0.15385	353.0	757.0
0.17949	277.0	675.0
0.20513	201.0	615.0
0.23077	168.0	538.0
0.25641	137.0	420.0
0.28205	122.0	413.0
0.30769	148.0	386.0
0.33333	119.0	384.0
0.35897	82.0	300.0
0.38462	101.0	254.0
0.41026	90.0	268.0
0.4359	76.0	232.0
0.46154	62.0	255.0
0.48718	52.0	201.0
0.51282	71.0	201.0
0.53846	60.0	178.0
0.5641	54.0	182.0
0.58974	54.0	189.0
0.61538	39.0	211.0
0.64103	62.0	157.0
0.66667	49.0	211.0
0.69231	44.0	170.0
0.71795	30.0	160.0
0.74359	49.0	203.0
0.76923	46.0	164.0
0.79487	37.0	146.0
0.82051	45.0	151.0
0.84615	35.0	123.0
0.87179	37.0	121.0
0.89744	51.0	112.0
0.92308	45.0	135.0
0.94872	59.0	88.0
0.97436	44.0	139.0
1.0	37.0	100.0
