f	pi	p0
0.02564	4388.0	5053.0
0.05128	1479.0	2556.0
0.07692	761.0	1629.0
0.10256	551.0	1237.0
0.12821	457.0	1014.0
0.15385	383.0	741.0
0.17949	279.0	703.0
0.20513	197.0	617.0
0.23077	211.0	532.0
0.25641	161.0	450.0
0.28205	128.0	458.0
0.30769	165.0	385.0
0.33333	103.0	366.0
0.35897	82.0	288.0
0.38462	124.0	277.0
0.41026	75.0	285.0
0.4359	73.0	238.0
0.46154	79.0	259.0
0.48718	72.0	208.0
0.51282	70.0	220.0
0.53846	63.0	211.0
0.5641	40.0	216.0
0.58974	48.0	224.0
0.61538	57.0	198.0
0.64103	56.0	165.0
0.66667	47.0	145.0
0.69231	37.0	166.0
0.71795	31.0	125.0
0.74359	56.0	176.0
0.76923	35.0	151.0
0.79487	35.0	144.0
0.82051	36.0	178.0
0.84615	51.0	125.0
0.87179	36.0	136.0
0.89744	42.0	136.0
0.92308	40.0	125.0
0.94872	50.0	112.0
0.97436	35.0	122.0
1.0	40.0	104.0
