f	pi	p0
0.02564	4402.0	5064.0
0.05128	1477.0	2540.0
0.07692	841.0	1655.0
0.10256	538.0	1137.0
0.12821	462.0	1023.0
0.15385	355.0	775.0
0.17949	261.0	685.0
0.20513	204.0	594.0
0.23077	216.0	537.0
0.25641	159.0	447.0
0.28205	112.0	401.0
0.30769	153.0	399.0
0.33333	111.0	361.0
0.35897	72.0	307.0
0.38462	127.0	260.0
0.41026	87.0	300.0
0.4359	95.0	227.0
0.46154	62.0	230.0
0.48718	59.0	228.0
0.51282	74.0	186.0
0.53846	58.0	192.0
0.5641	58.0	202.0
0.58974	58.0	216.0
0.61538	52.0	210.0
0.64103	47.0	165.0
0.66667	53.0	191.0
0.69231	50.0	181.0
0.71795	46.0	130.0
0.74359	36.0	161.0
0.76923	42.0	176.0
0.79487	35.0	153.0
0.82051	47.0	159.0
0.84615	23.0	113.0
0.87179	37.0	130.0
0.89744	36.0	113.0
0.92308	46.0	154.0
0.94872	47.0	125.0
0.97436	24.0	135.0
1.0	48.0	109.0
