f	pi	p0
0.02564	4183.0	5102.0
0.05128	1501.0	2574.0
0.07692	875.0	1629.0
0.10256	582.0	1216.0
0.12821	500.0	1001.0
0.15385	379.0	764.0
0.17949	283.0	688.0
0.20513	210.0	607.0
0.23077	175.0	550.0
0.25641	148.0	444.0
0.28205	138.0	359.0
0.30769	161.0	371.0
0.33333	116.0	368.0
0.35897	76.0	326.0
0.38462	126.0	264.0
0.41026	72.0	292.0
0.4359	82.0	214.0
0.46154	65.0	246.0
0.48718	55.0	217.0
0.51282	62.0	213.0
0.53846	52.0	215.0
0.5641	45.0	205.0
0.58974	26.0	188.0
0.61538	56.0	206.0
0.64103	46.0	191.0
0.66667	44.0	163.0
0.69231	49.0	174.0
0.71795	32.0	124.0
0.74359	47.0	163.0
0.76923	42.0	147.0
0.79487	40.0	141.0
0.82051	48.0	148.0
0.84615	43.0	130.0
0.87179	36.0	141.0
0.89744	43.0	121.0
0.92308	42.0	128.0
0.94872	45.0	94.0
0.97436	32.0	113.0
1.0	34.0	96.0
