f	pi	p0
0.02564	4385.0	5186.0
0.05128	1495.0	2522.0
0.07692	893.0	1666.0
0.10256	509.0	1135.0
0.12821	436.0	1015.0
0.15385	365.0	796.0
0.17949	276.0	709.0
0.20513	199.0	643.0
0.23077	205.0	526.0
0.25641	121.0	424.0
0.28205	131.0	423.0
0.30769	143.0	370.0
0.33333	115.0	414.0
0.35897	96.0	290.0
0.38462	112.0	258.0
0.41026	83.0	313.0
0.4359	86.0	225.0
0.46154	68.0	261.0
0.48718	75.0	222.0
0.51282	63.0	195.0
0.53846	69.0	181.0
0.5641	58.0	202.0
0.58974	68.0	230.0
0.61538	54.0	189.0
0.64103	56.0	139.0
0.66667	47.0	190.0
0.69231	34.0	149.0
0.71795	34.0	136.0
0.74359	38.0	175.0
0.76923	43.0	128.0
0.79487	49.0	150.0
0.82051	49.0	189.0
0.84615	40.0	107.0
0.87179	30.0	132.0
0.89744	46.0	129.0
0.92308	38.0	99.0
0.94872	43.0	94.0
0.97436	37.0	120.0
1.0	38.0	84.0
