f	pi	p0
0.02564	4467.0	5135.0
0.05128	1533.0	2450.0
0.07692	846.0	1635.0
0.10256	543.0	1201.0
0.12821	470.0	1000.0
0.15385	363.0	837.0
0.17949	295.0	689.0
0.20513	204.0	558.0
0.23077	194.0	534.0
0.25641	132.0	456.0
0.28205	141.0	392.0
0.30769	169.0	382.0
0.33333	133.0	347.0
0.35897	96.0	261.0
0.38462	90.0	256.0
0.41026	93.0	284.0
0.4359	80.0	228.0
0.46154	86.0	230.0
0.48718	59.0	210.0
0.51282	86.0	190.0
0.53846	61.0	181.0
0.5641	59.0	164.0
0.58974	47.0	193.0
0.61538	48.0	200.0
0.64103	43.0	157.0
0.66667	53.0	176.0
0.69231	43.0	159.0
0.71795	35.0	139.0
0.74359	49.0	172.0
0.76923	40.0	149.0
0.79487	44.0	161.0
0.82051	36.0	146.0
0.84615	43.0	117.0
0.87179	54.0	115.0
0.89744	52.0	122.0
0.92308	37.0	120.0
0.94872	48.0	96.0
0.97436	30.0	122.0
1.0	39.0	116.0
