f	pi	p0
0.02564	4274.0	4948.0
0.05128	1525.0	2649.0
0.07692	815.0	1713.0
0.10256	507.0	1209.0
0.12821	456.0	1044.0
0.15385	369.0	752.0
0.17949	281.0	700.0
0.20513	230.0	635.0
0.23077	199.0	509.0
0.25641	146.0	424.0
0.28205	137.0	425.0
0.30769	172.0	359.0
0.33333	113.0	369.0
0.35897	71.0	307.0
0.38462	118.0	262.0
0.41026	101.0	316.0
0.4359	74.0	259.0
0.46154	74.0	283.0
0.48718	64.0	217.0
0.51282	60.0	187.0
0.53846	54.0	192.0
0.5641	56.0	187.0
0.58974	59.0	204.0
0.61538	59.0	233.0
0.64103	50.0	164.0
0.66667	56.0	175.0
0.69231	39.0	159.0
0.71795	30.0	153.0
0.74359	47.0	188.0
0.76923	39.0	127.0
0.79487	44.0	143.0
0.82051	39.0	153.0
0.84615	46.0	125.0
0.87179	41.0	125.0
0.89744	35.0	92.0
0.92308	46.0	122.0
0.94872	58.0	112.0
0.97436	39.0	130.0
1.0	36.0	88.0
