f	pi	p0
0.02564	4256.0	5016.0
0.05128	1431.0	2629.0
0.07692	904.0	1655.0
0.10256	520.0	1230.0
0.12821	433.0	1062.0
0.15385	402.0	770.0
0.17949	289.0	658.0
0.20513	205.0	605.0
0.23077	196.0	468.0
0.25641	142.0	422.0
0.28205	120.0	419.0
0.30769	140.0	345.0
0.33333	103.0	365.0
0.35897	81.0	279.0
0.38462	90.0	269.0
0.41026	73.0	257.0
0.4359	95.0	255.0
0.46154	66.0	270.0
0.48718	59.0	212.0
0.51282	57.0	199.0
0.53846	66.0	188.0
0.5641	58.0	196.0
0.58974	60.0	219.0
0.61538	46.0	210.0
0.64103	49.0	165.0
0.66667	45.0	157.0
0.69231	31.0	169.0
0.71795	24.0	128.0
0.74359	49.0	146.0
0.76923	41.0	132.0
0.79487	36.0	134.0
0.82051	48.0	128.0
0.84615	48.0	138.0
0.87179	44.0	135.0
0.89744	39.0	120.0
0.92308	55.0	130.0
0.94872	47.0	121.0
0.97436	37.0	109.0
1.0	41.0	93.0
