f	pi	p0
0.02564	4406.0	5210.0
0.05128	1498.0	2492.0
0.07692	853.0	1629.0
0.10256	549.0	1212.0
0.12821	455.0	988.0
0.15385	361.0	813.0
0.17949	281.0	696.0
0.20513	200.0	619.0
0.23077	202.0	529.0
0.25641	131.0	456.0
0.28205	96.0	458.0
0.30769	146.0	342.0
0.33333	113.0	373.0
0.35897	79.0	302.0
0.38462	118.0	278.0
0.41026	111.0	296.0
0.4359	89.0	218.0
0.46154	79.0	249.0
0.48718	78.0	230.0
0.51282	67.0	203.0
0.53846	74.0	192.0
0.5641	62.0	200.0
0.58974	53.0	225.0
0.61538	53.0	216.0
0.64103	59.0	155.0
0.66667	47.0	154.0
0.69231	25.0	175.0
0.71795	43.0	142.0
0.74359	42.0	170.0
0.76923	36.0	145.0
0.79487	34.0	169.0
0.82051	37.0	149.0
0.84615	50.0	113.0
0.87179	41.0	124.0
0.89744	50.0	141.0
0.92308	50.0	125.0
0.94872	46.0	100.0
0.97436	33.0	113.0
1.0	30.0	90.0
