f	pi	p0
0.02564	4342.0	5020.0
0.05128	1435.0	2492.0
0.07692	837.0	1587.0
0.10256	523.0	1200.0
0.12821	483.0	1006.0
0.15385	351.0	776.0
0.17949	248.0	685.0
0.20513	213.0	627.0
0.23077	217.0	539.0
0.25641	149.0	449.0
0.28205	137.0	396.0
0.30769	144.0	376.0
0.33333	119.0	383.0
0.35897	50.0	291.0
0.38462	109.0	298.0
0.41026	79.0	289.0
0.4359	99.0	266.0
0.46154	69.0	271.0
0.48718	50.0	184.0
0.51282	72.0	218.0
0.53846	56.0	185.0
0.5641	51.0	207.0
0.58974	67.0	228.0
0.61538	39.0	205.0
0.64103	53.0	162.0
0.66667	56.0	173.0
0.69231	32.0	148.0
0.71795	36.0	120.0
0.74359	52.0	164.0
0.76923	40.0	133.0
0.79487	35.0	134.0
0.82051	54.0	161.0
0.84615	43.0	123.0
0.87179	33.0	150.0
0.89744	35.0	135.0
0.92308	38.0	129.0
0.94872	52.0	119.0
0.97436	35.0	124.0
1.0	49.0	94.0
