f	pi	p0
0.02564	4298.0	5274.0
0.05128	1431.0	2661.0
0.07692	864.0	1627.0
0.10256	549.0	1212.0
0.12821	444.0	1028.0
0.15385	374.0	778.0
0.17949	266.0	658.0
0.20513	193.0	644.0
0.23077	211.0	506.0
0.25641	124.0	453.0
0.28205	116.0	421.0
0.30769	160.0	395.0
0.33333	117.0	387.0
0.35897	85.0	285.0
0.38462	109.0	231.0
0.41026	90.0	236.0
0.4359	93.0	253.0
0.46154	81.0	236.0
0.48718	67.0	226.0
0.51282	73.0	185.0
0.53846	70.0	211.0
0.5641	56.0	188.0
0.58974	61.0	194.0
0.61538	61.0	194.0
0.64103	43.0	159.0
0.66667	50.0	189.0
0.69231	34.0	149.0
0.71795	37.0	126.0
0.74359	62.0	182.0
0.76923	35.0	130.0
0.79487	39.0	173.0
0.82051	42.0	141.0
0.84615	42.0	124.0
0.87179	41.0	127.0
0.89744	39.0	141.0
0.92308	46.0	142.0
0.94872	52.0	122.0
0.97436	28.0	110.0
1.0	34.0	95.0
