f	pi	p0
0.02564	4143.0	4945.0
0.05128	1435.0	2492.0
0.07692	824.0	1601.0
0.10256	561.0	1178.0
0.12821	467.0	1062.0
0.15385	317.0	713.0
0.17949	297.0	683.0
0.20513	218.0	662.0
0.23077	215.0	524.0
0.25641	131.0	399.0
0.28205	140.0	437.0
0.30769	165.0	376.0
0.33333	121.0	391.0
0.35897	80.0	276.0
0.38462	94.0	249.0
0.41026	82.0	254.0
0.4359	92.0	256.0
0.46154	66.0	251.0
0.48718	55.0	197.0
0.51282	73.0	195.0
0.53846	60.0	190.0
0.5641	47.0	175.0
0.58974	56.0	203.0
0.61538	46.0	219.0
0.64103	53.0	133.0
0.66667	44.0	165.0
0.69231	29.0	150.0
0.71795	34.0	145.0
0.74359	52.0	195.0
0.76923	40.0	150.0
0.79487	41.0	125.0
0.82051	41.0	144.0
0.84615	50.0	123.0
0.87179	35.0	121.0
0.89744	43.0	120.0
0.92308	38.0	114.0
0.94872	54.0	102.0
0.97436	32.0	120.0
1.0	36.0	101.0
