f	pi	p0
0.02564	4247.0	5193.0
0.05128	1582.0	2484.0
0.07692	810.0	1634.0
0.10256	498.0	1236.0
0.12821	431.0	1014.0
0.15385	312.0	751.0
0.17949	278.0	707.0
0.20513	187.0	583.0
0.23077	208.0	492.0
0.25641	134.0	407.0
0.28205	104.0	414.0
0.30769	151.0	363.0
0.33333	116.0	350.0
0.35897	85.0	269.0
0.38462	101.0	265.0
0.41026	90.0	286.0
0.4359	100.0	245.0
0.46154	69.0	271.0
0.48718	67.0	229.0
0.51282	74.0	215.0
0.53846	72.0	174.0
0.5641	68.0	174.0
0.58974	68.0	206.0
0.61538	48.0	193.0
0.64103	54.0	171.0
0.66667	47.0	172.0
0.69231	38.0	144.0
0.71795	22.0	136.0
0.74359	55.0	173.0
0.76923	51.0	161.0
0.79487	47.0	150.0
0.82051	41.0	155.0
0.84615	39.0	107.0
0.87179	42.0	151.0
0.89744	36.0	131.0
0.92308	32.0	120.0
0.94872	60.0	85.0
0.97436	40.0	121.0
1.0	40.0	91.0
