f	pi	p0
0.02564	4255.0	5101.0
0.05128	1573.0	2541.0
0.07692	837.0	1703.0
0.10256	516.0	1123.0
0.12821	413.0	1013.0
0.15385	325.0	748.0
0.17949	294.0	661.0
0.20513	195.0	605.0
0.23077	183.0	525.0
0.25641	149.0	388.0
0.28205	148.0	409.0
0.30769	132.0	334.0
0.33333	104.0	373.0
0.35897	82.0	311.0
0.38462	107.0	271.0
0.41026	82.0	302.0
0.4359	88.0	213.0
0.46154	73.0	237.0
0.48718	61.0	220.0
0.51282	59.0	179.0
0.53846	80.0	216.0
0.5641	58.0	180.0
0.58974	65.0	205.0
0.61538	46.0	207.0
0.64103	47.0	125.0
0.66667	35.0	156.0
0.69231	40.0	157.0
0.71795	31.0	150.0
0.74359	59.0	168.0
0.76923	27.0	139.0
0.79487	47.0	178.0
0.82051	36.0	146.0
0.84615	39.0	128.0
0.87179	43.0	133.0
0.89744	31.0	110.0
0.92308	33.0	153.0
0.94872	42.0	114.0
0.97436	39.0	106.0
1.0	26.0	93.0
