f	pi	p0
0.02564	4335.0	5188.0
0.05128	1424.0	2530.0
0.07692	826.0	1723.0
0.10256	548.0	1192.0
0.12821	474.0	1065.0
0.15385	375.0	752.0
0.17949	292.0	714.0
0.20513	200.0	600.0
0.23077	196.0	548.0
0.25641	125.0	423.0
0.28205	134.0	432.0
0.30769	148.0	382.0
0.33333	111.0	394.0
0.35897	83.0	286.0
0.38462	103.0	273.0
0.41026	92.0	256.0
0.4359	92.0	243.0
0.46154	70.0	244.0
0.48718	60.0	209.0
0.51282	54.0	182.0
0.53846	67.0	211.0
0.5641	55.0	185.0
0.58974	43.0	201.0
0.61538	60.0	214.0
0.64103	47.0	163.0
0.66667	56.0	198.0
0.69231	31.0	172.0
0.71795	56.0	152.0
0.74359	67.0	173.0
0.76923	36.0	158.0
0.79487	42.0	152.0
0.82051	43.0	164.0
0.84615	53.0	133.0
0.87179	47.0	147.0
0.89744	40.0	113.0
0.92308	52.0	113.0
0.94872	59.0	110.0
0.97436	36.0	150.0
1.0	36.0	89.0
