f	pi	p0
0.02564	4287.0	5083.0
0.05128	1444.0	2589.0
0.07692	873.0	1676.0
0.10256	534.0	1221.0
0.12821	454.0	1064.0
0.15385	365.0	790.0
0.17949	263.0	720.0
0.20513	222.0	593.0
0.23077	184.0	516.0
0.25641	146.0	396.0
0.28205	109.0	421.0
0.30769	161.0	401.0
0.33333	117.0	367.0
0.35897	82.0	302.0
0.38462	117.0	268.0
0.41026	82.0	279.0
0.4359	72.0	243.0
0.46154	64.0	232.0
0.48718	62.0	210.0
0.51282	75.0	169.0
0.53846	59.0	198.0
0.5641	55.0	181.0
0.58974	58.0	228.0
0.61538	51.0	214.0
0.64103	48.0	143.0
0.66667	59.0	168.0
0.69231	25.0	184.0
0.71795	29.0	153.0
0.74359	48.0	167.0
0.76923	33.0	154.0
0.79487	53.0	146.0
0.82051	31.0	144.0
0.84615	45.0	143.0
0.87179	37.0	128.0
0.89744	30.0	117.0
0.92308	46.0	122.0
0.94872	42.0	122.0
0.97436	39.0	97.0
1.0	39.0	88.0
