f	pi	p0
0.02564	4329.0	5196.0
0.05128	1483.0	2610.0
0.07692	896.0	1642.0
0.10256	558.0	1162.0
0.12821	448.0	1029.0
0.15385	366.0	742.0
0.17949	308.0	707.0
0.20513	212.0	640.0
0.23077	201.0	536.0
0.25641	137.0	492.0
0.28205	124.0	417.0
0.30769	153.0	379.0
0.33333	100.0	398.0
0.35897	71.0	268.0
0.38462	113.0	229.0
0.41026	100.0	318.0
0.4359	90.0	232.0
0.46154	68.0	250.0
0.48718	57.0	234.0
0.51282	66.0	217.0
0.53846	64.0	164.0
0.5641	62.0	177.0
0.58974	60.0	215.0
0.61538	48.0	225.0
0.64103	60.0	169.0
0.66667	44.0	175.0
0.69231	28.0	167.0
0.71795	35.0	130.0
0.74359	58.0	149.0
0.76923	39.0	136.0
0.79487	41.0	161.0
0.82051	51.0	182.0
0.84615	55.0	113.0
0.87179	48.0	131.0
0.89744	24.0	136.0
0.92308	28.0	119.0
0.94872	55.0	100.0
0.97436	29.0	108.0
1.0	29.0	94.0
