f	pi	p0
0.02564	4255.0	5125.0
0.05128	1500.0	2572.0
0.07692	887.0	1558.0
0.10256	519.0	1112.0
0.12821	421.0	1075.0
0.15385	354.0	735.0
0.17949	308.0	709.0
0.20513	204.0	622.0
0.23077	189.0	520.0
0.25641	157.0	452.0
0.28205	123.0	391.0
0.30769	150.0	400.0
0.33333	123.0	373.0
0.35897	76.0	314.0
0.38462	100.0	234.0
0.41026	99.0	272.0
0.4359	76.0	236.0
0.46154	60.0	287.0
0.48718	64.0	198.0
0.51282	67.0	225.0
0.53846	68.0	209.0
0.5641	62.0	175.0
0.58974	47.0	206.0
0.61538	47.0	190.0
0.64103	66.0	137.0
0.66667	56.0	163.0
0.69231	34.0	154.0
0.71795	35.0	149.0
0.74359	45.0	168.0
0.76923	36.0	146.0
0.79487	44.0	176.0
0.82051	44.0	148.0
0.84615	40.0	105.0
0.87179	42.0	118.0
0.89744	37.0	132.0
0.92308	34.0	138.0
0.94872	43.0	121.0
0.97436	40.0	105.0
1.0	39.0	92.0
