f	pi	p0
0.02564	4375.0	5017.0
0.05128	1470.0	2565.0
0.07692	870.0	1575.0
0.10256	565.0	1220.0
0.12821	470.0	1116.0
0.15385	348.0	765.0
0.17949	311.0	687.0
0.20513	198.0	585.0
0.23077	208.0	499.0
0.25641	142.0	452.0
0.28205	116.0	452.0
0.30769	148.0	367.0
0.33333	117.0	333.0
0.35897	79.0	297.0
0.38462	103.0	255.0
0.41026	104.0	279.0
0.4359	69.0	226.0
0.46154	91.0	255.0
0.48718	56.0	222.0
0.51282	61.0	201.0
0.53846	64.0	186.0
0.5641	46.0	157.0
0.58974	52.0	191.0
0.61538	45.0	196.0
0.64103	42.0	172.0
0.66667	55.0	172.0
0.69231	38.0	167.0
0.71795	30.0	136.0
0.74359	37.0	138.0
0.76923	42.0	123.0
0.79487	41.0	142.0
0.82051	32.0	149.0
0.84615	39.0	124.0
0.87179	37.0	139.0
0.89744	43.0	120.0
0.92308	41.0	147.0
0.94872	47.0	112.0
0.97436	35.0	140.0
1.0	52.0	97.0
