f	pi	p0
0.02564	4379.0	5117.0
0.05128	1501.0	2476.0
0.07692	857.0	1640.0
0.10256	523.0	1168.0
0.12821	469.0	1057.0
0.15385	366.0	760.0
0.17949	284.0	679.0
0.20513	202.0	649.0
0.23077	197.0	505.0
0.25641	139.0	436.0
0.28205	143.0	380.0
0.30769	167.0	378.0
0.33333	107.0	388.0
0.35897	79.0	286.0
0.38462	108.0	254.0
0.41026	96.0	274.0
0.4359	83.0	251.0
0.46154	77.0	237.0
0.48718	50.0	232.0
0.51282	74.0	201.0
0.53846	65.0	215.0
0.5641	56.0	175.0
0.58974	52.0	222.0
0.61538	54.0	201.0
0.64103	42.0	144.0
0.66667	50.0	181.0
0.69231	37.0	129.0
0.71795	44.0	158.0
0.74359	66.0	201.0
0.76923	43.0	140.0
0.79487	43.0	159.0
0.82051	52.0	137.0
0.84615	35.0	130.0
0.87179	37.0	111.0
0.89744	36.0	102.0
0.92308	39.0	129.0
0.94872	51.0	112.0
0.97436	35.0	122.0
1.0	33.0	96.0
