f	pi	p0
0.02564	4323.0	5246.0
0.05128	1463.0	2523.0
0.07692	877.0	1691.0
0.10256	519.0	1164.0
0.12821	459.0	997.0
0.15385	371.0	753.0
0.17949	289.0	751.0
0.20513	179.0	611.0
0.23077	189.0	502.0
0.25641	148.0	437.0
0.28205	123.0	386.0
0.30769	142.0	391.0
0.33333	114.0	365.0
0.35897	95.0	320.0
0.38462	116.0	274.0
0.41026	112.0	283.0
0.4359	71.0	235.0
0.46154	78.0	262.0
0.48718	86.0	218.0
0.51282	73.0	210.0
0.53846	67.0	213.0
0.5641	51.0	183.0
0.58974	48.0	185.0
0.61538	58.0	196.0
0.64103	52.0	158.0
0.66667	41.0	189.0
0.69231	28.0	169.0
0.71795	33.0	139.0
0.74359	59.0	167.0
0.76923	25.0	156.0
0.79487	40.0	137.0
0.82051	37.0	151.0
0.84615	41.0	128.0
0.87179	43.0	128.0
0.89744	49.0	140.0
0.92308	37.0	111.0
0.94872	52.0	129.0
0.97436	34.0	128.0
1.0	41.0	100.0
