f	pi	p0
0.02564	4332.0	5239.0
0.05128	1443.0	2495.0
0.07692	794.0	1646.0
0.10256	567.0	1199.0
0.12821	420.0	1043.0
0.15385	375.0	788.0
0.17949	277.0	698.0
0.20513	214.0	644.0
0.23077	197.0	489.0
0.25641	147.0	454.0
0.28205	145.0	418.0
0.30769	154.0	371.0
0.33333	113.0	370.0
0.35897	85.0	267.0
0.38462	112.0	261.0
0.41026	108.0	273.0
0.4359	89.0	261.0
0.46154	83.0	248.0
0.48718	64.0	244.0
0.51282	81.0	221.0
0.53846	56.0	190.0
0.5641	41.0	170.0
0.58974	66.0	216.0
0.61538	47.0	245.0
0.64103	48.0	160.0
0.66667	42.0	194.0
0.69231	37.0	183.0
0.71795	36.0	138.0
0.74359	49.0	138.0
0.76923	39.0	150.0
0.79487	53.0	135.0
0.82051	36.0	140.0
0.84615	48.0	119.0
0.87179	43.0	140.0
0.89744	34.0	131.0
0.92308	34.0	129.0
0.94872	51.0	106.0
0.97436	27.0	131.0
1.0	37.0	98.0
