f	pi	p0
0.02564	4327.0	5188.0
0.05128	1572.0	2579.0
0.07692	797.0	1703.0
0.10256	518.0	1188.0
0.12821	465.0	1037.0
0.15385	348.0	823.0
0.17949	289.0	669.0
0.20513	225.0	606.0
0.23077	189.0	535.0
0.25641	151.0	466.0
0.28205	114.0	436.0
0.30769	159.0	379.0
0.33333	124.0	409.0
0.35897	82.0	297.0
0.38462	109.0	272.0
0.41026	89.0	283.0
0.4359	75.0	229.0
0.46154	71.0	235.0
0.48718	75.0	204.0
0.51282	65.0	178.0
0.53846	70.0	205.0
0.5641	64.0	182.0
0.58974	48.0	193.0
0.61538	36.0	215.0
0.64103	59.0	181.0
0.66667	58.0	151.0
0.69231	36.0	183.0
0.71795	35.0	168.0
0.74359	58.0	195.0
0.76923	47.0	133.0
0.79487	47.0	157.0
0.82051	31.0	133.0
0.84615	50.0	104.0
0.87179	39.0	129.0
0.89744	37.0	119.0
0.92308	40.0	146.0
0.94872	57.0	97.0
0.97436	34.0	117.0
1.0	28.0	89.0
