f	pi	p0
0.02564	4229.0	4996.0
0.05128	1477.0	2587.0
0.07692	840.0	1701.0
0.10256	514.0	1143.0
0.12821	434.0	1060.0
0.15385	354.0	784.0
0.17949	315.0	707.0
0.20513	205.0	617.0
0.23077	225.0	547.0
0.25641	147.0	420.0
0.28205	125.0	395.0
0.30769	160.0	375.0
0.33333	94.0	363.0
0.35897	95.0	280.0
0.38462	114.0	249.0
0.41026	89.0	285.0
0.4359	76.0	222.0
0.46154	77.0	274.0
0.48718	52.0	239.0
0.51282	82.0	202.0
0.53846	60.0	199.0
0.5641	46.0	176.0
0.58974	53.0	196.0
0.61538	46.0	191.0
0.64103	43.0	170.0
0.66667	41.0	160.0
0.69231	40.0	156.0
0.71795	40.0	151.0
0.74359	63.0	176.0
0.76923	26.0	115.0
0.79487	48.0	152.0
0.82051	34.0	152.0
0.84615	45.0	127.0
0.87179	54.0	116.0
0.89744	49.0	125.0
0.92308	42.0	114.0
0.94872	38.0	135.0
0.97436	34.0	145.0
1.0	28.0	109.0
