f	pi	p0
0.02564	4248.0	5112.0
0.05128	1508.0	2599.0
0.07692	860.0	1637.0
0.10256	497.0	1185.0
0.12821	465.0	1021.0
0.15385	331.0	812.0
0.17949	278.0	710.0
0.20513	207.0	599.0
0.23077	183.0	489.0
0.25641	127.0	450.0
0.28205	130.0	393.0
0.30769	165.0	349.0
0.33333	104.0	389.0
0.35897	85.0	286.0
0.38462	110.0	273.0
0.41026	82.0	312.0
0.4359	90.0	244.0
0.46154	68.0	228.0
0.48718	59.0	223.0
0.51282	68.0	215.0
0.53846	57.0	183.0
0.5641	69.0	201.0
0.58974	55.0	233.0
0.61538	52.0	207.0
0.64103	54.0	165.0
0.66667	47.0	197.0
0.69231	40.0	180.0
0.71795	41.0	152.0
0.74359	49.0	178.0
0.76923	39.0	148.0
0.79487	35.0	151.0
0.82051	31.0	151.0
0.84615	40.0	115.0
0.87179	44.0	136.0
0.89744	43.0	127.0
0.92308	40.0	161.0
0.94872	42.0	144.0
0.97436	30.0	124.0
1.0	38.0	94.0
