f	pi	p0
0.02564	4239.0	5130.0
0.05128	1489.0	2527.0
0.07692	857.0	1545.0
0.10256	548.0	1196.0
0.12821	408.0	1074.0
0.15385	359.0	733.0
0.17949	283.0	701.0
0.20513	197.0	594.0
0.23077	196.0	549.0
0.25641	153.0	460.0
0.28205	134.0	387.0
0.30769	148.0	364.0
0.33333	105.0	374.0
0.35897	98.0	283.0
0.38462	103.0	260.0
0.41026	84.0	275.0
0.4359	79.0	219.0
0.46154	74.0	229.0
0.48718	54.0	224.0
0.51282	73.0	208.0
0.53846	58.0	187.0
0.5641	45.0	180.0
0.58974	58.0	220.0
0.61538	49.0	214.0
0.64103	64.0	165.0
0.66667	38.0	166.0
0.69231	47.0	167.0
0.71795	37.0	131.0
0.74359	44.0	168.0
0.76923	36.0	146.0
0.79487	49.0	162.0
0.82051	40.0	141.0
0.84615	30.0	126.0
0.87179	28.0	140.0
0.89744	48.0	115.0
0.92308	44.0	147.0
0.94872	46.0	91.0
0.97436	30.0	150.0
1.0	45.0	111.0
