f	pi	p0
0.02564	4360.0	5163.0
0.05128	1428.0	2588.0
0.07692	846.0	1619.0
0.10256	526.0	1202.0
0.12821	445.0	1038.0
0.15385	361.0	776.0
0.17949	281.0	657.0
0.20513	197.0	573.0
0.23077	195.0	539.0
0.25641	153.0	433.0
0.28205	124.0	383.0
0.30769	158.0	339.0
0.33333	115.0	355.0
0.35897	89.0	310.0
0.38462	116.0	286.0
0.41026	89.0	305.0
0.4359	74.0	217.0
0.46154	66.0	269.0
0.48718	52.0	220.0
0.51282	69.0	213.0
0.53846	78.0	205.0
0.5641	61.0	186.0
0.58974	57.0	215.0
0.61538	42.0	222.0
0.64103	50.0	147.0
0.66667	56.0	173.0
0.69231	25.0	137.0
0.71795	18.0	137.0
0.74359	49.0	175.0
0.76923	32.0	148.0
0.79487	32.0	160.0
0.82051	35.0	163.0
0.84615	62.0	110.0
0.87179	40.0	127.0
0.89744	42.0	103.0
0.92308	33.0	138.0
0.94872	54.0	131.0
0.97436	47.0	122.0
1.0	57.0	103.0
