f	pi	p0
0.02564	4209.0	5141.0
0.05128	1414.0	2514.0
0.07692	838.0	1640.0
0.10256	508.0	1255.0
0.12821	469.0	999.0
0.15385	346.0	748.0
0.17949	261.0	747.0
0.20513	200.0	581.0
0.23077	185.0	506.0
0.25641	164.0	473.0
0.28205	147.0	398.0
0.30769	157.0	366.0
0.33333	118.0	352.0
0.35897	79.0	278.0
0.38462	105.0	277.0
0.41026	69.0	268.0
0.4359	89.0	224.0
0.46154	72.0	236.0
0.48718	56.0	238.0
0.51282	77.0	208.0
0.53846	63.0	187.0
0.5641	48.0	168.0
0.58974	51.0	198.0
0.61538	47.0	188.0
0.64103	44.0	170.0
0.66667	40.0	158.0
0.69231	37.0	162.0
0.71795	31.0	148.0
0.74359	41.0	148.0
0.76923	26.0	170.0
0.79487	54.0	145.0
0.82051	46.0	158.0
0.84615	43.0	127.0
0.87179	27.0	98.0
0.89744	42.0	112.0
0.92308	39.0	144.0
0.94872	56.0	102.0
0.97436	39.0	136.0
1.0	37.0	85.0
