f	pi	p0
0.02564	4327.0	5228.0
0.05128	1444.0	2499.0
0.07692	879.0	1651.0
0.10256	529.0	1178.0
0.12821	439.0	1058.0
0.15385	366.0	765.0
0.17949	266.0	692.0
0.20513	213.0	585.0
0.23077	196.0	536.0
0.25641	163.0	447.0
0.28205	141.0	403.0
0.30769	145.0	359.0
0.33333	108.0	336.0
0.35897	100.0	265.0
0.38462	115.0	255.0
0.41026	75.0	269.0
0.4359	86.0	265.0
0.46154	72.0	262.0
0.48718	69.0	206.0
0.51282	60.0	208.0
0.53846	59.0	206.0
0.5641	58.0	170.0
0.58974	65.0	216.0
0.61538	50.0	199.0
0.64103	53.0	171.0
0.66667	50.0	170.0
0.69231	36.0	155.0
0.71795	34.0	147.0
0.74359	44.0	178.0
0.76923	35.0	136.0
0.79487	37.0	182.0
0.82051	36.0	161.0
0.84615	39.0	139.0
0.87179	39.0	128.0
0.89744	42.0	120.0
0.92308	42.0	145.0
0.94872	51.0	119.0
0.97436	41.0	165.0
1.0	30.0	91.0
