f	pi	p0
0.02564	4422.0	5104.0
0.05128	1450.0	2511.0
0.07692	837.0	1685.0
0.10256	559.0	1201.0
0.12821	476.0	1034.0
0.15385	337.0	778.0
0.17949	292.0	675.0
0.20513	190.0	636.0
0.23077	194.0	521.0
0.25641	151.0	451.0
0.28205	136.0	428.0
0.30769	144.0	370.0
0.33333	111.0	418.0
0.35897	77.0	310.0
0.38462	105.0	258.0
0.41026	78.0	272.0
0.4359	91.0	261.0
0.46154	77.0	229.0
0.48718	68.0	193.0
0.51282	78.0	196.0
0.53846	59.0	180.0
0.5641	57.0	153.0
0.58974	47.0	214.0
0.61538	49.0	193.0
0.64103	48.0	167.0
0.66667	61.0	199.0
0.69231	35.0	157.0
0.71795	37.0	140.0
0.74359	49.0	185.0
0.76923	38.0	154.0
0.79487	52.0	183.0
0.82051	43.0	154.0
0.84615	46.0	123.0
0.87179	37.0	136.0
0.89744	35.0	128.0
0.92308	29.0	119.0
0.94872	61.0	103.0
0.97436	34.0	117.0
1.0	44.0	100.0
