f	pi	p0	pw
0.02564	1282.0	961.0	27.0
0.05128	447.0	563.0	17.0
0.07692	277.0	305.0	21.0
0.10256	175.0	265.0	4.0
0.12821	116.0	164.0	4.0
0.15385	81.0	166.0	3.0
0.17949	93.0	110.0	1.0
0.20513	72.0	153.0	3.0
0.23077	73.0	105.0	9.0
0.25641	34.0	67.0	0.0
0.28205	56.0	86.0	3.0
0.30769	51.0	79.0	1.0
0.33333	64.0	84.0	7.0
0.35897	38.0	77.0	6.0
0.38462	31.0	72.0	0.0
0.41026	27.0	44.0	2.0
0.4359	20.0	49.0	0.0
0.46154	36.0	53.0	3.0
0.48718	31.0	41.0	3.0
0.51282	18.0	43.0	2.0
0.53846	18.0	47.0	3.0
0.5641	32.0	48.0	6.0
0.58974	21.0	43.0	6.0
0.61538	11.0	36.0	0.0
0.64103	17.0	36.0	0.0
0.66667	12.0	29.0	4.0
0.69231	20.0	53.0	3.0
0.71795	7.0	25.0	2.0
0.74359	21.0	21.0	4.0
0.76923	11.0	31.0	0.0
0.79487	13.0	21.0	6.0
0.82051	8.0	26.0	1.0
0.84615	9.0	40.0	2.0
0.87179	15.0	31.0	1.0
0.89744	9.0	20.0	0.0
0.92308	3.0	18.0	0.0
0.94872	17.0	29.0	4.0
0.97436	11.0	23.0	0.0
1.0	10.0	19.0	0.0
