f	pi	p0	pw
0.02564	1275.0	1012.0	16.0
0.05128	405.0	488.0	15.0
0.07692	270.0	311.0	13.0
0.10256	169.0	207.0	4.0
0.12821	126.0	172.0	4.0
0.15385	111.0	179.0	2.0
0.17949	98.0	110.0	2.0
0.20513	77.0	142.0	5.0
0.23077	66.0	102.0	4.0
0.25641	38.0	80.0	1.0
0.28205	49.0	82.0	1.0
0.30769	59.0	78.0	2.0
0.33333	52.0	84.0	2.0
0.35897	29.0	84.0	2.0
0.38462	37.0	72.0	0.0
0.41026	19.0	51.0	1.0
0.4359	24.0	37.0	0.0
0.46154	27.0	38.0	1.0
0.48718	23.0	32.0	0.0
0.51282	20.0	35.0	2.0
0.53846	17.0	41.0	1.0
0.5641	17.0	30.0	3.0
0.58974	22.0	44.0	6.0
0.61538	15.0	59.0	0.0
0.64103	34.0	38.0	5.0
0.66667	7.0	32.0	1.0
0.69231	23.0	49.0	0.0
0.71795	7.0	36.0	4.0
0.74359	18.0	14.0	4.0
0.76923	14.0	23.0	0.0
0.79487	24.0	32.0	5.0
0.82051	3.0	21.0	0.0
0.84615	12.0	38.0	2.0
0.87179	12.0	46.0	1.0
0.89744	3.0	21.0	0.0
0.92308	3.0	20.0	0.0
0.94872	14.0	14.0	2.0
0.97436	8.0	23.0	0.0
1.0	14.0	26.0	0.0
