f	pi	p0	pw
0.02564	1347.0	963.0	25.0
0.05128	465.0	545.0	23.0
0.07692	281.0	325.0	12.0
0.10256	196.0	228.0	4.0
0.12821	123.0	187.0	5.0
0.15385	113.0	166.0	2.0
0.17949	95.0	126.0	2.0
0.20513	71.0	150.0	6.0
0.23077	66.0	118.0	5.0
0.25641	41.0	74.0	1.0
0.28205	45.0	73.0	4.0
0.30769	65.0	74.0	2.0
0.33333	52.0	79.0	3.0
0.35897	41.0	71.0	2.0
0.38462	31.0	59.0	0.0
0.41026	22.0	52.0	3.0
0.4359	11.0	48.0	2.0
0.46154	27.0	53.0	1.0
0.48718	31.0	36.0	3.0
0.51282	21.0	39.0	1.0
0.53846	28.0	37.0	1.0
0.5641	20.0	53.0	6.0
0.58974	22.0	45.0	2.0
0.61538	13.0	43.0	0.0
0.64103	24.0	20.0	3.0
0.66667	12.0	25.0	4.0
0.69231	21.0	38.0	1.0
0.71795	13.0	37.0	7.0
0.74359	17.0	26.0	3.0
0.76923	11.0	13.0	0.0
0.79487	20.0	26.0	8.0
0.82051	11.0	19.0	2.0
0.84615	10.0	27.0	0.0
0.87179	6.0	48.0	0.0
0.89744	6.0	28.0	0.0
0.92308	3.0	14.0	0.0
0.94872	11.0	14.0	1.0
0.97436	18.0	36.0	3.0
1.0	14.0	19.0	0.0
