f	pi	p0	pw
0.02564	1269.0	966.0	20.0
0.05128	444.0	558.0	21.0
0.07692	271.0	283.0	13.0
0.10256	164.0	222.0	0.0
0.12821	128.0	178.0	2.0
0.15385	113.0	145.0	7.0
0.17949	87.0	129.0	1.0
0.20513	83.0	156.0	9.0
0.23077	49.0	97.0	2.0
0.25641	36.0	98.0	1.0
0.28205	52.0	82.0	2.0
0.30769	48.0	76.0	1.0
0.33333	57.0	72.0	6.0
0.35897	38.0	66.0	4.0
0.38462	40.0	92.0	0.0
0.41026	23.0	40.0	0.0
0.4359	17.0	38.0	0.0
0.46154	26.0	47.0	1.0
0.48718	20.0	39.0	0.0
0.51282	21.0	26.0	2.0
0.53846	21.0	46.0	0.0
0.5641	27.0	37.0	8.0
0.58974	27.0	47.0	7.0
0.61538	8.0	36.0	0.0
0.64103	26.0	32.0	1.0
0.66667	8.0	22.0	4.0
0.69231	22.0	47.0	4.0
0.71795	12.0	30.0	4.0
0.74359	16.0	23.0	3.0
0.76923	16.0	32.0	0.0
0.79487	25.0	33.0	2.0
0.82051	5.0	24.0	0.0
0.84615	7.0	36.0	0.0
0.87179	10.0	43.0	0.0
0.89744	8.0	18.0	0.0
0.92308	7.0	16.0	0.0
0.94872	26.0	21.0	2.0
0.97436	19.0	28.0	3.0
1.0	10.0	27.0	0.0
