f	pi	p0	pw
0.02564	1229.0	1019.0	22.0
0.05128	406.0	504.0	20.0
0.07692	273.0	320.0	10.0
0.10256	168.0	234.0	1.0
0.12821	135.0	163.0	5.0
0.15385	92.0	165.0	2.0
0.17949	82.0	128.0	3.0
0.20513	70.0	144.0	2.0
0.23077	53.0	111.0	7.0
0.25641	46.0	106.0	2.0
0.28205	50.0	67.0	2.0
0.30769	57.0	59.0	0.0
0.33333	34.0	71.0	2.0
0.35897	38.0	86.0	2.0
0.38462	30.0	81.0	0.0
0.41026	22.0	43.0	2.0
0.4359	24.0	44.0	1.0
0.46154	24.0	48.0	1.0
0.48718	24.0	38.0	3.0
0.51282	8.0	38.0	0.0
0.53846	15.0	42.0	0.0
0.5641	20.0	48.0	1.0
0.58974	23.0	53.0	5.0
0.61538	9.0	40.0	0.0
0.64103	20.0	32.0	3.0
0.66667	8.0	37.0	2.0
0.69231	21.0	42.0	0.0
0.71795	5.0	37.0	3.0
0.74359	14.0	33.0	3.0
0.76923	15.0	37.0	0.0
0.79487	20.0	32.0	0.0
0.82051	13.0	32.0	5.0
0.84615	5.0	31.0	0.0
0.87179	10.0	28.0	1.0
0.89744	8.0	20.0	0.0
0.92308	4.0	14.0	0.0
0.94872	18.0	13.0	8.0
0.97436	19.0	26.0	4.0
1.0	7.0	21.0	0.0
