f	pi	p0	pw
0.02564	1333.0	976.0	18.0
0.05128	437.0	457.0	19.0
0.07692	303.0	308.0	14.0
0.10256	190.0	255.0	5.0
0.12821	119.0	165.0	6.0
0.15385	92.0	153.0	1.0
0.17949	98.0	140.0	2.0
0.20513	74.0	147.0	4.0
0.23077	56.0	109.0	5.0
0.25641	39.0	78.0	3.0
0.28205	76.0	93.0	4.0
0.30769	58.0	87.0	1.0
0.33333	47.0	74.0	9.0
0.35897	30.0	74.0	6.0
0.38462	22.0	68.0	0.0
0.41026	19.0	38.0	0.0
0.4359	19.0	31.0	2.0
0.46154	26.0	47.0	1.0
0.48718	37.0	31.0	2.0
0.51282	15.0	35.0	1.0
0.53846	12.0	48.0	1.0
0.5641	30.0	48.0	7.0
0.58974	19.0	37.0	5.0
0.61538	6.0	51.0	0.0
0.64103	13.0	30.0	0.0
0.66667	13.0	41.0	7.0
0.69231	12.0	38.0	1.0
0.71795	9.0	37.0	4.0
0.74359	11.0	8.0	3.0
0.76923	12.0	33.0	0.0
0.79487	14.0	27.0	2.0
0.82051	10.0	23.0	4.0
0.84615	3.0	31.0	1.0
0.87179	11.0	32.0	3.0
0.89744	7.0	20.0	0.0
0.92308	5.0	21.0	0.0
0.94872	24.0	16.0	7.0
0.97436	13.0	24.0	5.0
1.0	12.0	25.0	0.0
