f	pi	p0	pw
0.02564	1255.0	940.0	21.0
0.05128	452.0	478.0	12.0
0.07692	313.0	309.0	11.0
0.10256	171.0	268.0	3.0
0.12821	135.0	182.0	5.0
0.15385	117.0	181.0	4.0
0.17949	96.0	116.0	1.0
0.20513	96.0	151.0	7.0
0.23077	54.0	108.0	8.0
0.25641	31.0	76.0	2.0
0.28205	44.0	86.0	3.0
0.30769	60.0	76.0	5.0
0.33333	50.0	77.0	5.0
0.35897	45.0	62.0	10.0
0.38462	34.0	66.0	0.0
0.41026	24.0	37.0	1.0
0.4359	25.0	42.0	1.0
0.46154	33.0	43.0	2.0
0.48718	28.0	36.0	0.0
0.51282	16.0	31.0	2.0
0.53846	17.0	53.0	3.0
0.5641	15.0	52.0	2.0
0.58974	21.0	28.0	3.0
0.61538	17.0	31.0	0.0
0.64103	21.0	30.0	4.0
0.66667	13.0	49.0	1.0
0.69231	25.0	45.0	2.0
0.71795	8.0	41.0	4.0
0.74359	20.0	19.0	4.0
0.76923	13.0	29.0	0.0
0.79487	20.0	29.0	1.0
0.82051	14.0	30.0	5.0
0.84615	5.0	23.0	1.0
0.87179	9.0	28.0	2.0
0.89744	12.0	28.0	0.0
0.92308	4.0	21.0	0.0
0.94872	17.0	24.0	1.0
0.97436	22.0	31.0	6.0
1.0	11.0	19.0	0.0
