f	pi	p0	pw
0.02564	1247.0	981.0	22.0
0.05128	441.0	540.0	12.0
0.07692	290.0	331.0	12.0
0.10256	178.0	258.0	6.0
0.12821	160.0	180.0	10.0
0.15385	101.0	173.0	9.0
0.17949	57.0	107.0	2.0
0.20513	69.0	168.0	4.0
0.23077	53.0	118.0	7.0
0.25641	26.0	82.0	1.0
0.28205	43.0	68.0	1.0
0.30769	55.0	74.0	2.0
0.33333	41.0	60.0	3.0
0.35897	28.0	79.0	2.0
0.38462	27.0	60.0	0.0
0.41026	18.0	47.0	0.0
0.4359	15.0	41.0	0.0
0.46154	20.0	48.0	1.0
0.48718	25.0	42.0	1.0
0.51282	26.0	32.0	1.0
0.53846	17.0	53.0	2.0
0.5641	24.0	50.0	3.0
0.58974	26.0	35.0	3.0
0.61538	9.0	38.0	0.0
0.64103	19.0	30.0	1.0
0.66667	12.0	21.0	8.0
0.69231	11.0	40.0	2.0
0.71795	14.0	24.0	4.0
0.74359	19.0	15.0	2.0
0.76923	10.0	24.0	0.0
0.79487	24.0	31.0	4.0
0.82051	12.0	26.0	5.0
0.84615	6.0	29.0	1.0
0.87179	15.0	36.0	3.0
0.89744	15.0	39.0	0.0
0.92308	8.0	23.0	0.0
0.94872	17.0	25.0	4.0
0.97436	14.0	26.0	4.0
1.0	5.0	20.0	0.0
