f	pi	p0	pw
0.02564	1306.0	925.0	22.0
0.05128	442.0	506.0	19.0
0.07692	266.0	291.0	11.0
0.10256	170.0	243.0	3.0
0.12821	139.0	181.0	6.0
0.15385	110.0	166.0	2.0
0.17949	89.0	130.0	4.0
0.20513	63.0	141.0	3.0
0.23077	45.0	104.0	3.0
0.25641	53.0	93.0	1.0
0.28205	64.0	79.0	4.0
0.30769	47.0	70.0	1.0
0.33333	48.0	84.0	6.0
0.35897	29.0	60.0	2.0
0.38462	35.0	73.0	0.0
0.41026	24.0	49.0	2.0
0.4359	14.0	33.0	1.0
0.46154	37.0	52.0	1.0
0.48718	30.0	47.0	1.0
0.51282	18.0	31.0	4.0
0.53846	25.0	36.0	1.0
0.5641	19.0	43.0	2.0
0.58974	17.0	38.0	4.0
0.61538	16.0	39.0	0.0
0.64103	21.0	27.0	0.0
0.66667	9.0	36.0	5.0
0.69231	16.0	40.0	1.0
0.71795	15.0	47.0	9.0
0.74359	8.0	19.0	3.0
0.76923	8.0	29.0	0.0
0.79487	18.0	38.0	3.0
0.82051	18.0	23.0	8.0
0.84615	11.0	37.0	3.0
0.87179	5.0	30.0	2.0
0.89744	13.0	29.0	0.0
0.92308	4.0	25.0	0.0
0.94872	20.0	23.0	2.0
0.97436	19.0	28.0	0.0
1.0	7.0	17.0	0.0
