f	pi	p0	pw
0.02564	1221.0	935.0	30.0
0.05128	442.0	468.0	11.0
0.07692	276.0	293.0	10.0
0.10256	161.0	226.0	3.0
0.12821	126.0	186.0	7.0
0.15385	104.0	208.0	4.0
0.17949	101.0	125.0	2.0
0.20513	73.0	164.0	6.0
0.23077	48.0	128.0	7.0
0.25641	43.0	65.0	2.0
0.28205	41.0	67.0	3.0
0.30769	66.0	75.0	6.0
0.33333	68.0	74.0	4.0
0.35897	42.0	70.0	4.0
0.38462	44.0	66.0	0.0
0.41026	24.0	32.0	3.0
0.4359	18.0	40.0	2.0
0.46154	28.0	42.0	3.0
0.48718	27.0	39.0	1.0
0.51282	20.0	33.0	1.0
0.53846	23.0	48.0	2.0
0.5641	23.0	52.0	3.0
0.58974	26.0	60.0	9.0
0.61538	4.0	47.0	0.0
0.64103	20.0	33.0	4.0
0.66667	5.0	29.0	1.0
0.69231	24.0	42.0	2.0
0.71795	5.0	43.0	3.0
0.74359	13.0	22.0	1.0
0.76923	11.0	24.0	0.0
0.79487	19.0	37.0	3.0
0.82051	15.0	23.0	5.0
0.84615	7.0	33.0	0.0
0.87179	11.0	39.0	5.0
0.89744	9.0	23.0	0.0
0.92308	7.0	28.0	0.0
0.94872	9.0	13.0	2.0
0.97436	18.0	26.0	2.0
1.0	7.0	11.0	0.0
