f	pi	p0	pw
0.02564	1191.0	1004.0	19.0
0.05128	407.0	503.0	12.0
0.07692	286.0	296.0	16.0
0.10256	183.0	246.0	7.0
0.12821	139.0	191.0	3.0
0.15385	86.0	147.0	2.0
0.17949	102.0	122.0	3.0
0.20513	65.0	133.0	5.0
0.23077	53.0	108.0	5.0
0.25641	31.0	84.0	2.0
0.28205	59.0	88.0	6.0
0.30769	61.0	84.0	2.0
0.33333	44.0	81.0	4.0
0.35897	41.0	54.0	3.0
0.38462	38.0	87.0	0.0
0.41026	24.0	54.0	2.0
0.4359	18.0	39.0	1.0
0.46154	40.0	52.0	2.0
0.48718	21.0	31.0	1.0
0.51282	21.0	40.0	3.0
0.53846	26.0	43.0	3.0
0.5641	29.0	52.0	6.0
0.58974	22.0	42.0	4.0
0.61538	16.0	44.0	0.0
0.64103	21.0	40.0	3.0
0.66667	9.0	25.0	2.0
0.69231	20.0	49.0	2.0
0.71795	9.0	44.0	4.0
0.74359	15.0	26.0	1.0
0.76923	9.0	30.0	0.0
0.79487	21.0	23.0	3.0
0.82051	5.0	24.0	2.0
0.84615	5.0	28.0	1.0
0.87179	5.0	30.0	1.0
0.89744	6.0	33.0	0.0
0.92308	3.0	21.0	0.0
0.94872	22.0	22.0	2.0
0.97436	16.0	30.0	1.0
1.0	6.0	14.0	0.0
