f	pi	p0	pw
0.02564	1247.0	985.0	27.0
0.05128	404.0	502.0	13.0
0.07692	285.0	315.0	12.0
0.10256	188.0	254.0	9.0
0.12821	144.0	193.0	7.0
0.15385	102.0	176.0	2.0
0.17949	84.0	131.0	3.0
0.20513	80.0	157.0	3.0
0.23077	49.0	119.0	6.0
0.25641	35.0	84.0	0.0
0.28205	63.0	80.0	2.0
0.30769	38.0	74.0	2.0
0.33333	63.0	94.0	3.0
0.35897	35.0	83.0	2.0
0.38462	36.0	76.0	0.0
0.41026	33.0	52.0	1.0
0.4359	22.0	30.0	1.0
0.46154	28.0	48.0	1.0
0.48718	15.0	39.0	0.0
0.51282	17.0	28.0	1.0
0.53846	18.0	53.0	3.0
0.5641	26.0	42.0	5.0
0.58974	18.0	37.0	4.0
0.61538	13.0	36.0	0.0
0.64103	17.0	35.0	1.0
0.66667	10.0	35.0	3.0
0.69231	23.0	39.0	2.0
0.71795	13.0	43.0	6.0
0.74359	14.0	25.0	2.0
0.76923	18.0	26.0	0.0
0.79487	26.0	21.0	4.0
0.82051	10.0	32.0	4.0
0.84615	10.0	37.0	3.0
0.87179	11.0	48.0	5.0
0.89744	8.0	31.0	0.0
0.92308	4.0	26.0	0.0
0.94872	13.0	12.0	4.0
0.97436	11.0	28.0	2.0
1.0	9.0	23.0	0.0
