f	pi	p0	pw
0.02564	1282.0	974.0	26.0
0.05128	439.0	502.0	15.0
0.07692	288.0	303.0	14.0
0.10256	169.0	238.0	5.0
0.12821	140.0	179.0	4.0
0.15385	100.0	158.0	2.0
0.17949	90.0	112.0	2.0
0.20513	87.0	150.0	4.0
0.23077	55.0	111.0	2.0
0.25641	39.0	95.0	3.0
0.28205	46.0	81.0	3.0
0.30769	45.0	82.0	3.0
0.33333	48.0	74.0	6.0
0.35897	35.0	63.0	0.0
0.38462	28.0	74.0	0.0
0.41026	19.0	32.0	2.0
0.4359	16.0	35.0	1.0
0.46154	29.0	60.0	1.0
0.48718	29.0	34.0	3.0
0.51282	28.0	37.0	4.0
0.53846	24.0	46.0	1.0
0.5641	22.0	46.0	6.0
0.58974	16.0	42.0	4.0
0.61538	11.0	45.0	0.0
0.64103	11.0	27.0	0.0
0.66667	14.0	31.0	7.0
0.69231	17.0	46.0	3.0
0.71795	9.0	38.0	4.0
0.74359	25.0	27.0	6.0
0.76923	8.0	30.0	0.0
0.79487	23.0	40.0	3.0
0.82051	11.0	27.0	5.0
0.84615	5.0	27.0	2.0
0.87179	8.0	34.0	1.0
0.89744	7.0	32.0	0.0
0.92308	9.0	19.0	0.0
0.94872	12.0	25.0	2.0
0.97436	16.0	18.0	3.0
1.0	12.0	18.0	0.0
