f	pi	p0	pw
0.02564	1238.0	960.0	31.0
0.05128	410.0	492.0	13.0
0.07692	322.0	343.0	15.0
0.10256	163.0	213.0	5.0
0.12821	153.0	168.0	4.0
0.15385	103.0	175.0	1.0
0.17949	86.0	125.0	7.0
0.20513	89.0	145.0	9.0
0.23077	53.0	92.0	6.0
0.25641	44.0	82.0	6.0
0.28205	55.0	81.0	4.0
0.30769	61.0	64.0	2.0
0.33333	41.0	60.0	2.0
0.35897	27.0	67.0	3.0
0.38462	40.0	84.0	0.0
0.41026	18.0	54.0	0.0
0.4359	28.0	53.0	1.0
0.46154	41.0	49.0	2.0
0.48718	30.0	36.0	0.0
0.51282	16.0	29.0	3.0
0.53846	23.0	38.0	4.0
0.5641	22.0	38.0	5.0
0.58974	21.0	40.0	6.0
0.61538	10.0	39.0	0.0
0.64103	26.0	41.0	4.0
0.66667	5.0	34.0	3.0
0.69231	17.0	35.0	0.0
0.71795	7.0	53.0	3.0
0.74359	12.0	26.0	0.0
0.76923	11.0	37.0	0.0
0.79487	17.0	26.0	4.0
0.82051	8.0	28.0	2.0
0.84615	9.0	39.0	0.0
0.87179	11.0	51.0	3.0
0.89744	13.0	38.0	0.0
0.92308	4.0	17.0	0.0
0.94872	21.0	27.0	4.0
0.97436	14.0	36.0	2.0
1.0	11.0	17.0	0.0
