f	pi	p0	pw
0.02564	1249.0	976.0	27.0
0.05128	455.0	526.0	15.0
0.07692	256.0	297.0	6.0
0.10256	183.0	213.0	6.0
0.12821	140.0	192.0	5.0
0.15385	117.0	149.0	2.0
0.17949	70.0	137.0	4.0
0.20513	82.0	162.0	6.0
0.23077	70.0	114.0	4.0
0.25641	50.0	82.0	1.0
0.28205	51.0	62.0	5.0
0.30769	65.0	80.0	4.0
0.33333	53.0	80.0	4.0
0.35897	34.0	75.0	5.0
0.38462	34.0	86.0	0.0
0.41026	18.0	32.0	0.0
0.4359	20.0	45.0	3.0
0.46154	34.0	54.0	0.0
0.48718	17.0	32.0	2.0
0.51282	23.0	38.0	1.0
0.53846	23.0	49.0	3.0
0.5641	26.0	47.0	4.0
0.58974	20.0	59.0	5.0
0.61538	17.0	41.0	0.0
0.64103	27.0	30.0	3.0
0.66667	7.0	27.0	2.0
0.69231	19.0	39.0	0.0
0.71795	8.0	36.0	2.0
0.74359	14.0	17.0	3.0
0.76923	13.0	37.0	0.0
0.79487	31.0	47.0	2.0
0.82051	11.0	36.0	2.0
0.84615	7.0	38.0	0.0
0.87179	6.0	23.0	2.0
0.89744	14.0	32.0	0.0
0.92308	5.0	18.0	0.0
0.94872	24.0	19.0	1.0
0.97436	13.0	27.0	3.0
1.0	12.0	18.0	0.0
