f	pi	p0	pw
0.02564	1243.0	995.0	16.0
0.05128	427.0	517.0	17.0
0.07692	239.0	292.0	15.0
0.10256	196.0	216.0	5.0
0.12821	137.0	182.0	8.0
0.15385	105.0	139.0	1.0
0.17949	81.0	103.0	1.0
0.20513	78.0	136.0	3.0
0.23077	49.0	104.0	7.0
0.25641	49.0	69.0	1.0
0.28205	57.0	64.0	7.0
0.30769	55.0	98.0	2.0
0.33333	52.0	64.0	4.0
0.35897	38.0	64.0	9.0
0.38462	39.0	61.0	0.0
0.41026	12.0	41.0	0.0
0.4359	21.0	35.0	2.0
0.46154	29.0	49.0	4.0
0.48718	27.0	52.0	2.0
0.51282	20.0	34.0	3.0
0.53846	29.0	47.0	1.0
0.5641	28.0	51.0	6.0
0.58974	23.0	53.0	4.0
0.61538	9.0	54.0	0.0
0.64103	14.0	38.0	2.0
0.66667	9.0	28.0	4.0
0.69231	18.0	41.0	2.0
0.71795	6.0	40.0	3.0
0.74359	15.0	23.0	4.0
0.76923	14.0	33.0	0.0
0.79487	9.0	18.0	1.0
0.82051	13.0	23.0	3.0
0.84615	10.0	36.0	1.0
0.87179	10.0	35.0	1.0
0.89744	8.0	27.0	0.0
0.92308	9.0	24.0	0.0
0.94872	17.0	24.0	2.0
0.97436	18.0	25.0	2.0
1.0	9.0	28.0	0.0
