f	pi	p0	pw
0.02564	1295.0	974.0	20.0
0.05128	430.0	500.0	11.0
0.07692	279.0	279.0	14.0
0.10256	175.0	238.0	4.0
0.12821	148.0	174.0	1.0
0.15385	100.0	162.0	6.0
0.17949	96.0	114.0	3.0
0.20513	63.0	154.0	4.0
0.23077	59.0	112.0	2.0
0.25641	38.0	89.0	1.0
0.28205	63.0	71.0	3.0
0.30769	59.0	66.0	3.0
0.33333	45.0	54.0	4.0
0.35897	42.0	75.0	8.0
0.38462	31.0	88.0	0.0
0.41026	31.0	40.0	1.0
0.4359	17.0	42.0	0.0
0.46154	35.0	51.0	2.0
0.48718	28.0	34.0	4.0
0.51282	20.0	33.0	2.0
0.53846	19.0	43.0	3.0
0.5641	25.0	53.0	4.0
0.58974	16.0	42.0	1.0
0.61538	8.0	38.0	0.0
0.64103	28.0	38.0	4.0
0.66667	9.0	29.0	1.0
0.69231	24.0	43.0	3.0
0.71795	12.0	46.0	6.0
0.74359	14.0	21.0	1.0
0.76923	9.0	26.0	0.0
0.79487	24.0	23.0	3.0
0.82051	10.0	18.0	2.0
0.84615	3.0	36.0	0.0
0.87179	13.0	44.0	1.0
0.89744	4.0	22.0	0.0
0.92308	6.0	26.0	0.0
0.94872	17.0	30.0	1.0
0.97436	13.0	30.0	2.0
1.0	10.0	25.0	0.0
