f	pi	p0	pw
0.02564	1359.0	962.0	21.0
0.05128	421.0	534.0	15.0
0.07692	288.0	302.0	13.0
0.10256	187.0	279.0	3.0
0.12821	125.0	185.0	5.0
0.15385	141.0	167.0	2.0
0.17949	86.0	110.0	2.0
0.20513	80.0	146.0	4.0
0.23077	48.0	110.0	2.0
0.25641	34.0	68.0	0.0
0.28205	51.0	80.0	3.0
0.30769	60.0	58.0	6.0
0.33333	48.0	74.0	3.0
0.35897	31.0	67.0	1.0
0.38462	35.0	71.0	0.0
0.41026	24.0	57.0	1.0
0.4359	18.0	45.0	3.0
0.46154	32.0	58.0	1.0
0.48718	31.0	40.0	1.0
0.51282	24.0	32.0	0.0
0.53846	25.0	55.0	2.0
0.5641	33.0	53.0	4.0
0.58974	24.0	47.0	5.0
0.61538	10.0	40.0	0.0
0.64103	15.0	34.0	2.0
0.66667	8.0	21.0	2.0
0.69231	19.0	51.0	2.0
0.71795	12.0	24.0	5.0
0.74359	14.0	21.0	2.0
0.76923	8.0	20.0	0.0
0.79487	18.0	27.0	3.0
0.82051	8.0	34.0	4.0
0.84615	13.0	29.0	3.0
0.87179	8.0	34.0	1.0
0.89744	10.0	31.0	0.0
0.92308	8.0	25.0	0.0
0.94872	19.0	12.0	2.0
0.97436	11.0	19.0	1.0
1.0	11.0	17.0	0.0
