f	pi	p0	pw
0.02564	1386.0	932.0	31.0
0.05128	442.0	531.0	13.0
0.07692	251.0	275.0	13.0
0.10256	178.0	256.0	3.0
0.12821	139.0	176.0	5.0
0.15385	114.0	177.0	4.0
0.17949	80.0	122.0	3.0
0.20513	85.0	145.0	3.0
0.23077	62.0	106.0	10.0
0.25641	37.0	90.0	1.0
0.28205	48.0	86.0	2.0
0.30769	47.0	82.0	2.0
0.33333	51.0	78.0	5.0
0.35897	38.0	75.0	4.0
0.38462	29.0	76.0	0.0
0.41026	16.0	52.0	2.0
0.4359	22.0	33.0	2.0
0.46154	31.0	46.0	2.0
0.48718	31.0	34.0	3.0
0.51282	17.0	30.0	4.0
0.53846	17.0	64.0	0.0
0.5641	24.0	53.0	6.0
0.58974	21.0	49.0	6.0
0.61538	9.0	34.0	0.0
0.64103	24.0	34.0	2.0
0.66667	5.0	26.0	3.0
0.69231	21.0	47.0	3.0
0.71795	13.0	37.0	6.0
0.74359	19.0	16.0	5.0
0.76923	16.0	26.0	0.0
0.79487	16.0	29.0	3.0
0.82051	8.0	27.0	2.0
0.84615	8.0	41.0	1.0
0.87179	8.0	35.0	2.0
0.89744	7.0	27.0	0.0
0.92308	1.0	23.0	0.0
0.94872	21.0	22.0	4.0
0.97436	13.0	34.0	3.0
1.0	9.0	12.0	0.0
