f	pi	p0	pw
0.02564	1262.0	864.0	27.0
0.05128	418.0	513.0	7.0
0.07692	253.0	302.0	10.0
0.10256	181.0	239.0	2.0
0.12821	142.0	200.0	6.0
0.15385	100.0	158.0	2.0
0.17949	104.0	113.0	5.0
0.20513	79.0	153.0	4.0
0.23077	50.0	96.0	3.0
0.25641	38.0	86.0	4.0
0.28205	48.0	68.0	5.0
0.30769	58.0	80.0	7.0
0.33333	48.0	75.0	5.0
0.35897	35.0	74.0	5.0
0.38462	34.0	76.0	0.0
0.41026	27.0	43.0	2.0
0.4359	21.0	35.0	0.0
0.46154	26.0	58.0	2.0
0.48718	24.0	39.0	3.0
0.51282	18.0	43.0	1.0
0.53846	36.0	49.0	3.0
0.5641	22.0	46.0	2.0
0.58974	20.0	48.0	3.0
0.61538	19.0	33.0	0.0
0.64103	19.0	26.0	3.0
0.66667	11.0	39.0	4.0
0.69231	20.0	50.0	1.0
0.71795	7.0	32.0	1.0
0.74359	14.0	13.0	2.0
0.76923	9.0	37.0	0.0
0.79487	23.0	17.0	2.0
0.82051	9.0	23.0	1.0
0.84615	12.0	33.0	2.0
0.87179	7.0	36.0	2.0
0.89744	10.0	31.0	0.0
0.92308	5.0	18.0	0.0
0.94872	21.0	19.0	3.0
0.97436	17.0	26.0	3.0
1.0	7.0	21.0	0.0
