f	pi	p0	pw
0.02564	1302.0	970.0	31.0
0.05128	417.0	494.0	17.0
0.07692	277.0	339.0	16.0
0.10256	184.0	230.0	3.0
0.12821	139.0	176.0	2.0
0.15385	104.0	164.0	4.0
0.17949	96.0	114.0	6.0
0.20513	71.0	159.0	2.0
0.23077	63.0	124.0	3.0
0.25641	52.0	84.0	6.0
0.28205	44.0	89.0	3.0
0.30769	68.0	60.0	5.0
0.33333	52.0	75.0	6.0
0.35897	36.0	80.0	4.0
0.38462	26.0	60.0	0.0
0.41026	16.0	36.0	0.0
0.4359	23.0	36.0	0.0
0.46154	34.0	59.0	3.0
0.48718	23.0	37.0	4.0
0.51282	14.0	38.0	1.0
0.53846	21.0	50.0	0.0
0.5641	16.0	53.0	0.0
0.58974	20.0	46.0	5.0
0.61538	13.0	41.0	0.0
0.64103	18.0	29.0	2.0
0.66667	5.0	30.0	0.0
0.69231	16.0	33.0	0.0
0.71795	16.0	36.0	7.0
0.74359	19.0	21.0	4.0
0.76923	16.0	27.0	0.0
0.79487	23.0	24.0	3.0
0.82051	9.0	24.0	1.0
0.84615	6.0	41.0	1.0
0.87179	2.0	36.0	1.0
0.89744	6.0	18.0	0.0
0.92308	4.0	19.0	0.0
0.94872	18.0	21.0	4.0
0.97436	12.0	29.0	0.0
1.0	9.0	22.0	0.0
