f	pi	p0	pw
0.02564	1246.0	903.0	19.0
0.05128	418.0	525.0	7.0
0.07692	285.0	293.0	16.0
0.10256	174.0	270.0	4.0
0.12821	141.0	189.0	6.0
0.15385	86.0	156.0	2.0
0.17949	80.0	108.0	4.0
0.20513	74.0	141.0	2.0
0.23077	40.0	103.0	4.0
0.25641	36.0	89.0	2.0
0.28205	44.0	81.0	2.0
0.30769	51.0	78.0	3.0
0.33333	33.0	70.0	5.0
0.35897	46.0	73.0	5.0
0.38462	29.0	57.0	0.0
0.41026	27.0	57.0	4.0
0.4359	20.0	28.0	1.0
0.46154	27.0	53.0	4.0
0.48718	31.0	36.0	2.0
0.51282	32.0	42.0	2.0
0.53846	34.0	40.0	6.0
0.5641	29.0	45.0	4.0
0.58974	27.0	36.0	3.0
0.61538	12.0	45.0	0.0
0.64103	19.0	29.0	3.0
0.66667	11.0	30.0	3.0
0.69231	15.0	38.0	2.0
0.71795	12.0	41.0	8.0
0.74359	12.0	23.0	3.0
0.76923	18.0	30.0	0.0
0.79487	13.0	28.0	1.0
0.82051	8.0	23.0	4.0
0.84615	6.0	40.0	1.0
0.87179	5.0	33.0	2.0
0.89744	5.0	19.0	0.0
0.92308	5.0	23.0	0.0
0.94872	20.0	19.0	6.0
0.97436	12.0	29.0	1.0
1.0	9.0	17.0	0.0
