f	pi	p0	pw
0.02564	1217.0	1018.0	23.0
0.05128	449.0	536.0	19.0
0.07692	264.0	317.0	16.0
0.10256	191.0	239.0	8.0
0.12821	137.0	194.0	8.0
0.15385	109.0	184.0	1.0
0.17949	109.0	137.0	7.0
0.20513	71.0	157.0	4.0
0.23077	43.0	111.0	6.0
0.25641	49.0	84.0	3.0
0.28205	64.0	72.0	2.0
0.30769	64.0	64.0	3.0
0.33333	54.0	77.0	4.0
0.35897	29.0	63.0	3.0
0.38462	37.0	74.0	0.0
0.41026	28.0	47.0	1.0
0.4359	26.0	39.0	2.0
0.46154	30.0	52.0	3.0
0.48718	39.0	35.0	6.0
0.51282	21.0	33.0	3.0
0.53846	29.0	56.0	2.0
0.5641	27.0	51.0	5.0
0.58974	19.0	35.0	6.0
0.61538	9.0	41.0	0.0
0.64103	20.0	29.0	3.0
0.66667	5.0	34.0	1.0
0.69231	11.0	51.0	0.0
0.71795	9.0	40.0	6.0
0.74359	22.0	32.0	5.0
0.76923	12.0	29.0	0.0
0.79487	27.0	26.0	1.0
0.82051	16.0	17.0	2.0
0.84615	6.0	47.0	1.0
0.87179	15.0	51.0	2.0
0.89744	12.0	20.0	0.0
0.92308	11.0	26.0	0.0
0.94872	6.0	22.0	1.0
0.97436	19.0	39.0	2.0
1.0	8.0	16.0	0.0
