f	pi	p0	pw
0.02564	1305.0	973.0	25.0
0.05128	428.0	524.0	14.0
0.07692	288.0	278.0	13.0
0.10256	181.0	243.0	3.0
0.12821	127.0	189.0	6.0
0.15385	106.0	161.0	4.0
0.17949	99.0	133.0	2.0
0.20513	62.0	159.0	7.0
0.23077	46.0	105.0	4.0
0.25641	49.0	82.0	1.0
0.28205	47.0	79.0	1.0
0.30769	45.0	67.0	2.0
0.33333	47.0	81.0	3.0
0.35897	34.0	62.0	2.0
0.38462	43.0	71.0	0.0
0.41026	24.0	56.0	1.0
0.4359	20.0	43.0	3.0
0.46154	36.0	52.0	3.0
0.48718	20.0	38.0	2.0
0.51282	17.0	36.0	2.0
0.53846	21.0	44.0	3.0
0.5641	22.0	44.0	2.0
0.58974	14.0	42.0	2.0
0.61538	17.0	30.0	0.0
0.64103	27.0	33.0	2.0
0.66667	11.0	25.0	5.0
0.69231	19.0	36.0	2.0
0.71795	12.0	23.0	6.0
0.74359	14.0	19.0	4.0
0.76923	11.0	40.0	0.0
0.79487	20.0	24.0	6.0
0.82051	10.0	26.0	2.0
0.84615	16.0	55.0	5.0
0.87179	11.0	41.0	0.0
0.89744	10.0	32.0	0.0
0.92308	4.0	18.0	0.0
0.94872	14.0	17.0	4.0
0.97436	14.0	31.0	0.0
1.0	9.0	19.0	0.0
