f	pi	p0	pw
0.02564	1266.0	967.0	20.0
0.05128	452.0	499.0	14.0
0.07692	295.0	293.0	16.0
0.10256	189.0	246.0	3.0
0.12821	165.0	174.0	4.0
0.15385	109.0	138.0	3.0
0.17949	100.0	136.0	4.0
0.20513	66.0	149.0	3.0
0.23077	47.0	108.0	3.0
0.25641	44.0	73.0	1.0
0.28205	33.0	74.0	2.0
0.30769	54.0	60.0	2.0
0.33333	52.0	69.0	6.0
0.35897	22.0	67.0	3.0
0.38462	40.0	84.0	0.0
0.41026	28.0	57.0	0.0
0.4359	24.0	51.0	3.0
0.46154	44.0	61.0	1.0
0.48718	27.0	31.0	2.0
0.51282	12.0	37.0	0.0
0.53846	27.0	55.0	1.0
0.5641	15.0	56.0	2.0
0.58974	15.0	34.0	1.0
0.61538	11.0	32.0	0.0
0.64103	22.0	30.0	4.0
0.66667	6.0	30.0	1.0
0.69231	18.0	41.0	1.0
0.71795	9.0	38.0	4.0
0.74359	15.0	29.0	3.0
0.76923	12.0	37.0	0.0
0.79487	20.0	28.0	4.0
0.82051	7.0	29.0	2.0
0.84615	10.0	40.0	1.0
0.87179	7.0	24.0	1.0
0.89744	8.0	24.0	0.0
0.92308	8.0	15.0	0.0
0.94872	20.0	32.0	2.0
0.97436	5.0	28.0	0.0
1.0	9.0	22.0	0.0
