f	pi	p0	pw
0.02564	1231.0	978.0	23.0
0.05128	411.0	515.0	15.0
0.07692	273.0	302.0	11.0
0.10256	176.0	224.0	6.0
0.12821	138.0	204.0	3.0
0.15385	130.0	170.0	5.0
0.17949	102.0	118.0	4.0
0.20513	69.0	151.0	9.0
0.23077	51.0	128.0	5.0
0.25641	53.0	60.0	2.0
0.28205	44.0	94.0	0.0
0.30769	48.0	67.0	6.0
0.33333	56.0	64.0	4.0
0.35897	25.0	55.0	4.0
0.38462	36.0	66.0	0.0
0.41026	23.0	51.0	0.0
0.4359	28.0	35.0	0.0
0.46154	29.0	58.0	2.0
0.48718	31.0	40.0	3.0
0.51282	8.0	33.0	2.0
0.53846	22.0	60.0	1.0
0.5641	36.0	51.0	5.0
0.58974	27.0	36.0	8.0
0.61538	16.0	49.0	0.0
0.64103	19.0	17.0	4.0
0.66667	8.0	33.0	2.0
0.69231	13.0	39.0	0.0
0.71795	6.0	27.0	2.0
0.74359	16.0	22.0	0.0
0.76923	14.0	30.0	0.0
0.79487	26.0	30.0	4.0
0.82051	13.0	27.0	3.0
0.84615	7.0	34.0	0.0
0.87179	11.0	32.0	3.0
0.89744	12.0	25.0	0.0
0.92308	4.0	10.0	0.0
0.94872	16.0	15.0	7.0
0.97436	16.0	22.0	5.0
1.0	7.0	20.0	0.0
