f	pi	p0	pw
0.02564	1274.0	1009.0	21.0
0.05128	416.0	522.0	17.0
0.07692	247.0	271.0	10.0
0.10256	182.0	251.0	5.0
0.12821	130.0	174.0	8.0
0.15385	104.0	183.0	3.0
0.17949	90.0	115.0	2.0
0.20513	72.0	134.0	6.0
0.23077	38.0	104.0	2.0
0.25641	44.0	83.0	1.0
0.28205	46.0	76.0	6.0
0.30769	49.0	71.0	3.0
0.33333	52.0	79.0	1.0
0.35897	34.0	66.0	4.0
0.38462	20.0	75.0	0.0
0.41026	29.0	53.0	2.0
0.4359	15.0	28.0	1.0
0.46154	21.0	47.0	1.0
0.48718	28.0	34.0	2.0
0.51282	21.0	28.0	1.0
0.53846	22.0	33.0	4.0
0.5641	23.0	56.0	3.0
0.58974	21.0	39.0	3.0
0.61538	13.0	45.0	0.0
0.64103	18.0	22.0	1.0
0.66667	6.0	37.0	4.0
0.69231	16.0	46.0	1.0
0.71795	12.0	27.0	5.0
0.74359	19.0	24.0	4.0
0.76923	18.0	39.0	0.0
0.79487	22.0	20.0	3.0
0.82051	14.0	19.0	5.0
0.84615	10.0	30.0	0.0
0.87179	15.0	41.0	5.0
0.89744	8.0	27.0	0.0
0.92308	4.0	18.0	0.0
0.94872	17.0	22.0	1.0
0.97436	19.0	34.0	3.0
1.0	10.0	22.0	0.0
