f	pi	p0	pw
0.02564	1225.0	931.0	12.0
0.05128	402.0	520.0	12.0
0.07692	266.0	284.0	10.0
0.10256	186.0	246.0	2.0
0.12821	138.0	172.0	9.0
0.15385	101.0	184.0	1.0
0.17949	93.0	101.0	3.0
0.20513	76.0	141.0	4.0
0.23077	40.0	109.0	6.0
0.25641	32.0	92.0	2.0
0.28205	59.0	74.0	4.0
0.30769	61.0	72.0	3.0
0.33333	56.0	88.0	1.0
0.35897	27.0	69.0	1.0
0.38462	50.0	77.0	0.0
0.41026	19.0	66.0	1.0
0.4359	30.0	46.0	2.0
0.46154	34.0	56.0	1.0
0.48718	29.0	40.0	1.0
0.51282	13.0	32.0	1.0
0.53846	19.0	54.0	1.0
0.5641	31.0	56.0	4.0
0.58974	21.0	36.0	2.0
0.61538	13.0	53.0	0.0
0.64103	19.0	25.0	0.0
0.66667	7.0	24.0	4.0
0.69231	13.0	33.0	0.0
0.71795	8.0	25.0	6.0
0.74359	19.0	24.0	2.0
0.76923	9.0	28.0	0.0
0.79487	11.0	17.0	1.0
0.82051	7.0	25.0	2.0
0.84615	7.0	44.0	0.0
0.87179	10.0	29.0	1.0
0.89744	14.0	40.0	0.0
0.92308	5.0	20.0	0.0
0.94872	19.0	19.0	5.0
0.97436	21.0	26.0	5.0
1.0	8.0	24.0	0.0
