f	pi	p0	pw
0.02564	1246.0	956.0	23.0
0.05128	397.0	518.0	15.0
0.07692	268.0	279.0	18.0
0.10256	175.0	233.0	2.0
0.12821	143.0	213.0	2.0
0.15385	115.0	168.0	2.0
0.17949	115.0	119.0	2.0
0.20513	79.0	145.0	5.0
0.23077	54.0	113.0	1.0
0.25641	50.0	95.0	4.0
0.28205	77.0	84.0	7.0
0.30769	50.0	79.0	2.0
0.33333	54.0	74.0	7.0
0.35897	40.0	78.0	6.0
0.38462	32.0	70.0	0.0
0.41026	21.0	48.0	0.0
0.4359	17.0	38.0	1.0
0.46154	34.0	54.0	2.0
0.48718	22.0	32.0	0.0
0.51282	25.0	33.0	1.0
0.53846	14.0	35.0	0.0
0.5641	22.0	53.0	8.0
0.58974	24.0	47.0	4.0
0.61538	7.0	39.0	0.0
0.64103	17.0	36.0	2.0
0.66667	9.0	35.0	5.0
0.69231	19.0	40.0	4.0
0.71795	13.0	31.0	4.0
0.74359	13.0	20.0	2.0
0.76923	12.0	31.0	0.0
0.79487	26.0	27.0	5.0
0.82051	9.0	24.0	3.0
0.84615	15.0	26.0	5.0
0.87179	15.0	35.0	3.0
0.89744	8.0	24.0	0.0
0.92308	5.0	23.0	0.0
0.94872	28.0	16.0	5.0
0.97436	10.0	22.0	0.0
1.0	6.0	26.0	0.0
