f	pi	p0	pw
0.02564	1334.0	975.0	29.0
0.05128	448.0	529.0	22.0
0.07692	278.0	278.0	24.0
0.10256	198.0	250.0	2.0
0.12821	159.0	195.0	5.0
0.15385	126.0	175.0	6.0
0.17949	84.0	94.0	3.0
0.20513	76.0	149.0	4.0
0.23077	53.0	114.0	1.0
0.25641	31.0	76.0	3.0
0.28205	50.0	73.0	6.0
0.30769	63.0	82.0	3.0
0.33333	41.0	63.0	3.0
0.35897	34.0	63.0	3.0
0.38462	41.0	70.0	0.0
0.41026	24.0	53.0	1.0
0.4359	22.0	35.0	1.0
0.46154	29.0	46.0	2.0
0.48718	33.0	45.0	2.0
0.51282	23.0	26.0	4.0
0.53846	22.0	44.0	0.0
0.5641	25.0	58.0	2.0
0.58974	26.0	43.0	7.0
0.61538	10.0	35.0	0.0
0.64103	25.0	33.0	5.0
0.66667	3.0	33.0	2.0
0.69231	12.0	26.0	2.0
0.71795	8.0	45.0	5.0
0.74359	21.0	30.0	6.0
0.76923	14.0	38.0	0.0
0.79487	20.0	31.0	4.0
0.82051	10.0	33.0	3.0
0.84615	11.0	25.0	3.0
0.87179	17.0	45.0	4.0
0.89744	11.0	31.0	0.0
0.92308	13.0	21.0	0.0
0.94872	11.0	30.0	0.0
0.97436	17.0	33.0	2.0
1.0	6.0	14.0	0.0
