f	pi	p0	pw
0.02564	1264.0	1008.0	30.0
0.05128	433.0	528.0	18.0
0.07692	324.0	298.0	16.0
0.10256	165.0	231.0	4.0
0.12821	131.0	172.0	6.0
0.15385	99.0	156.0	4.0
0.17949	88.0	115.0	1.0
0.20513	80.0	143.0	3.0
0.23077	52.0	120.0	6.0
0.25641	50.0	99.0	3.0
0.28205	41.0	79.0	5.0
0.30769	62.0	79.0	9.0
0.33333	59.0	67.0	5.0
0.35897	29.0	64.0	2.0
0.38462	49.0	77.0	0.0
0.41026	20.0	34.0	1.0
0.4359	23.0	37.0	0.0
0.46154	30.0	55.0	1.0
0.48718	27.0	40.0	2.0
0.51282	20.0	31.0	2.0
0.53846	19.0	46.0	1.0
0.5641	21.0	51.0	3.0
0.58974	13.0	40.0	3.0
0.61538	9.0	35.0	0.0
0.64103	32.0	22.0	5.0
0.66667	9.0	20.0	3.0
0.69231	27.0	28.0	3.0
0.71795	10.0	40.0	4.0
0.74359	11.0	18.0	3.0
0.76923	8.0	29.0	0.0
0.79487	19.0	23.0	2.0
0.82051	11.0	35.0	2.0
0.84615	5.0	33.0	0.0
0.87179	14.0	22.0	5.0
0.89744	9.0	21.0	0.0
0.92308	7.0	26.0	0.0
0.94872	20.0	28.0	4.0
0.97436	12.0	32.0	3.0
1.0	8.0	25.0	0.0
